Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19510106.22.1,Summary,1951-01-06,17:30:00,3,Louisiana,-,-,3,0,11,317,16.8,Rapides,Grant,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,31.3,-92.47,31.53,-92.4,1,,1,Unmodified
19510111.6.1,Summary,1951-01-11,10:25:00,3,California,-,-,2,0,0,10,5.7,Santa Clara,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,37.37,-122.12,37.42,-122.03,1,,2,Unmodified
19510201.51.1,Summary,1951-02-01,13:00:00,3,Virginia,-,-,1,0,0,50,0.1,Appomattox,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.37,-78.78,-,-,1,,3,Unmodified
19510206.22.2,Summary,1951-02-06,15:50:00,3,Louisiana,-,-,1,0,0,33,0.5,St. Landry,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.5,-92,-,-,1,,4,Unmodified
19510206.22.3,Summary,1951-02-06,17:00:00,3,Louisiana,-,-,1,0,0,33,4.9,Tangipahoa,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,30.48,-90.42,30.53,-90.37,1,,5,Unmodified
19510219.40.1,Summary,1951-02-19,18:30:00,3,Oklahoma,-,-,2,0,5,20,43.9,Caddo,Canadian,Kingfisher,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.27,-98.18,35.83,-97.83,1,,6,Unmodified
19510219.40.2,Summary,1951-02-19,22:00:00,3,Oklahoma,-,-,0,0,0,100,0.1,Cleveland,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,35.15,-97.45,-,-,1,,7,Unmodified
19510220.5.1,Summary,1951-02-20,09:15:00,3,Arkansas,-,-,2,0,3,333,112.8,Lonoke,Prairie,Woodruff,Cross,Poinsett,-,-,-,-,-,-,-,$5K-$50K,,34.6,-92.02,35.55,-90.4,1,,8,Unmodified
19510220.28.1,Summary,1951-02-20,15:00:00,3,Mississippi,-,-,3,1,1,10,0.1,Oktibbeha,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.45,-88.87,-,-,1,,9,Unmodified
19510220.28.2,Summary,1951-02-20,15:00:00,3,Mississippi,-,-,1,0,0,10,0.1,Lowndes,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.47,-88.48,-,-,1,,10,Unmodified
19510220.1.1,Summary,1951-02-20,16:00:00,3,Alabama,-,-,2,0,2,123,0.1,Fayette,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.67,-87.7,-,-,1,,11,Unmodified
19510220.21.1,Summary,1951-02-20,18:00:00,3,Kentucky,-,-,2,0,0,73,0.1,Shelby,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.27,-85.05,-,-,1,,12,Unmodified
19510302.20.1,Summary,1951-03-02,16:00:00,3,Kansas,-,-,?,0,0,10,38.1,Osborne,Mitchell,Cloud,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.43,-98.55,39.6,-97.87,1,,13,Unmodified
19510302.20.2,Summary,1951-03-02,20:30:00,3,Kansas,-,-,?,0,0,10,0.1,Brown,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,39.83,-95.72,-,-,1,,14,Unmodified
19510312.12.1,Summary,1951-03-12,17:00:00,3,Florida,-,-,2,0,0,77,2,Sarasota,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,27.1,-82.48,-,-,1,,15,Unmodified
19510328.48.1,Summary,1951-03-28,05:10:00,3,Texas,-,-,1,0,0,17,0.5,Houston,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,31.37,-95.6,-,-,1,,16,Unmodified
19510329.18.1,Summary,1951-03-29,18:30:00,3,Indiana,-,-,2,0,2,400,3,Hancock,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.78,-85.77,39.82,-85.72,1,,17,Unmodified
19510330.42.1,Summary,1951-03-30,15:00:00,3,Pennsylvania,-,-,1,0,0,20,0.1,Adams,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.83,-77.23,-,-,1,,18,Unmodified
19510405.40.3,Summary,1951-04-05,13:20:00,3,Oklahoma,-,-,2,0,0,127,5.7,Cleveland,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.32,-97.55,35.37,-97.47,1,,19,Unmodified
19510405.40.4,Summary,1951-04-05,13:22:00,3,Oklahoma,-,-,2,0,2,100,0.2,Grady,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.23,-97.72,-,-,1,,20,Unmodified
19510405.40.5,Summary,1951-04-05,16:45:00,3,Oklahoma,-,-,2,0,2,33,3.6,Woods,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.53,-98.92,36.57,-98.87,1,,21,Unmodified
19510420.48.2,Summary,1951-04-20,15:10:00,3,Texas,-,-,2,0,0,17,1.5,Wichita,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.92,-98.45,-,-,1,,22,Unmodified
19510420.20.3,Summary,1951-04-20,15:30:00,3,Kansas,-,-,0,0,0,10,0.1,Morton,-,-,-,-,-,-,-,-,-,-,-,-,,37.12,-101.77,-,-,1,,23,Unmodified
19510421.28.4,Summary,1951-04-21,12:00:00,3,Mississippi,-,-,1,0,0,10,0.1,Smith,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.07,-89.52,-,-,1,,24,Unmodified
19510421.22.4,Summary,1951-04-21,14:00:00,3,Louisiana,-,-,0,0,2,33,1,La Salle,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.72,-92.25,-,-,1,,25,Unmodified
19510421.22.5,Summary,1951-04-21,14:00:00,3,Louisiana,-,-,0,0,1,33,1,Ouachita,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.33,-92.32,-,-,1,,26,Unmodified
19510421.28.3,Summary,1951-04-21,19:25:00,3,Mississippi,-,-,3,2,16,10,33.5,Jones,Jasper,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.68,-89.25,32.15,-89.12,1,,27,Unmodified
19510424.40.6,Summary,1951-04-24,17:30:00,3,Oklahoma,-,-,0,0,0,10,0.1,Custer,-,-,-,-,-,-,-,-,-,-,-,-,,35.78,-99,-,-,1,,28,Unmodified
19510424.40.7,Summary,1951-04-24,18:03:00,3,Oklahoma,-,-,1,0,0,10,2.5,Jackson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.63,-99.6,-,-,1,,29,Unmodified
19510424.40.8,Summary,1951-04-24,21:00:00,3,Oklahoma,-,-,1,0,0,10,0.1,Kay,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.75,-97.4,-,-,1,,30,Unmodified
19510426.20.4,Summary,1951-04-26,18:10:00,3,Kansas,-,-,0,0,0,10,29.2,Grant,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.47,-101.52,37.73,-101.1,1,,31,Unmodified
19510426.20.5,Summary,1951-04-26,18:15:00,3,Kansas,-,-,1,0,0,10,0.1,Morton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.17,-101.62,-,-,1,,32,Unmodified
19510426.40.9,Summary,1951-04-26,19:15:00,3,Oklahoma,-,-,1,0,0,10,0.1,Beaver,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,36.82,-100.53,-,-,1,,34,Unmodified
