Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19970104.21.1,Summary,1997-01-04,22:55:00,3,Kentucky,-,-,1,1,2,100,0.3,Clinton,-,-,-,-,-,-,-,-,-,-,-,$0.05,,36.68,-85.15,36.68,-85.15,1,,6,Unmodified
19970105.1.1,Summary,1997-01-05,00:30:00,3,Alabama,-,-,0,0,0,50,2.7,Jackson,-,-,-,-,-,-,-,-,-,-,-,$0.06,,34.77,-85.73,34.75,-85.7,1,,15,Unmodified
19970105.39.1,Summary,1997-01-05,02:20:00,3,Ohio,-,-,1,0,0,50,0.2,Wayne,-,-,-,-,-,-,-,-,-,-,-,$0.05,,40.77,-81.73,40.77,-81.73,1,,28,Unmodified
19970105.1.2,Summary,1997-01-05,06:55:00,3,Alabama,-,-,2,0,0,100,6,Henry,-,-,-,-,-,-,-,-,-,-,-,$0.18,,31.45,-85.33,31.5,-85.23,1,,21,Unmodified
19970105.13.1,Summary,1997-01-05,09:15:00,3,Georgia,-,-,0,0,4,23,0.5,Bulloch,-,-,-,-,-,-,-,-,-,-,-,$0.03,,32.37,-81.88,32.37,-81.88,1,,5,Unmodified
19970109.12.1,Summary,1997-01-09,07:20:00,3,Florida,-,-,0,0,0,30,1.5,Suwannee,-,-,-,-,-,-,-,-,-,-,-,$0.1,,30.4,-83.1,30.45,-83.05,1,,10,Unmodified
19970109.12.2,Summary,1997-01-09,13:35:00,3,Florida,-,-,0,0,0,10,0.1,Manatee,-,-,-,-,-,-,-,-,-,-,-,$0.003,,27.53,-82.73,27.53,-82.73,1,,403,Unmodified
19970109.12.3,Summary,1997-01-09,15:12:00,3,Florida,-,-,0,0,0,10,0.1,Sarasota,-,-,-,-,-,-,-,-,-,-,-,-,,27.33,-82.53,27.33,-82.53,1,,404,Unmodified
19970109.12.4,Summary,1997-01-09,22:40:00,3,Florida,-,-,1,0,0,23,1,Palm Beach,-,-,-,-,-,-,-,-,-,-,-,$0.07,,26.67,-80.5,26.67,-80.5,1,,3,Unmodified
19970115.28.1,Summary,1997-01-15,16:49:00,3,Mississippi,-,-,1,0,2,80,7,Lamar,-,-,-,-,-,-,-,-,-,-,-,$0.1,,31.28,-89.55,31.32,-89.47,1,,8,Unmodified
19970115.28.2,Summary,1997-01-15,17:30:00,3,Mississippi,-,-,1,0,0,10,0.1,Pearl River,-,-,-,-,-,-,-,-,-,-,-,-,,30.9,-89.47,30.9,-89.47,1,,36,Unmodified
19970115.12.5,Summary,1997-01-15,21:45:00,3,Florida,-,-,1,0,0,50,1.1,Santa Rosa,-,-,-,-,-,-,-,-,-,-,-,$0.1,,30.63,-87,30.63,-87,1,,7,Unmodified
