Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19700106.12.1,Summary,1970-01-06,09:05:00,3,Florida,-,-,1,0,2,10,0.1,Hillsborough,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,27.73,-82.42,-,-,1,,1,Unmodified
19700106.12.2,Summary,1970-01-06,09:15:00,3,Florida,-,-,2,0,3,10,0.1,Hillsborough,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,27.73,-82.43,-,-,1,,2,Unmodified
19700106.12.3,Summary,1970-01-06,10:00:00,3,Florida,-,-,0,0,0,10,0.1,Hillsborough,-,-,-,-,-,-,-,-,-,-,-,-,,27.88,-81.97,-,-,1,,3,Unmodified
19700106.12.4,Summary,1970-01-06,10:35:00,3,Florida,-,-,0,0,0,10,0.1,Highlands,-,-,-,-,-,-,-,-,-,-,-,-,,27.6,-81.5,-,-,1,,4,Unmodified
19700110.48.1,Summary,1970-01-10,21:30:00,3,Texas,-,-,2,0,0,33,1,Hardin,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,30.17,-94.4,-,-,1,,5,Unmodified
19700114.12.5,Summary,1970-01-14,19:05:00,3,Florida,-,-,1,0,0,10,0.1,Palm Beach,-,-,-,-,-,-,-,-,-,-,-,-,,26.83,-80.13,-,-,1,,6,Unmodified
19700115.12.6,Summary,1970-01-15,06:00:00,3,Florida,-,-,2,0,2,10,0.1,St. Lucie,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,27.45,-80.3,-,-,1,,7,Unmodified
19700129.22.1,Summary,1970-01-29,10:25:00,3,Louisiana,-,-,1,0,0,50,2,Tensas,-,-,-,-,-,-,-,-,-,-,-,-,,31.9,-91.2,-,-,1,,8,Unmodified
19700129.13.1,Summary,1970-01-29,16:00:00,3,Georgia,-,-,2,0,0,33,0.5,Gwinnett,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34,-83.9,-,-,1,,9,Unmodified
19700201.48.2,Summary,1970-02-01,07:30:00,3,Texas,-,-,0,0,0,20,1,Fort Bend,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.6,-95.77,-,-,1,,10,Unmodified
19700201.48.3,Summary,1970-02-01,08:25:00,3,Texas,-,-,1,0,0,33,1,Harris,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.73,-95.25,-,-,1,,11,Unmodified
19700201.48.4,Summary,1970-02-01,09:30:00,3,Texas,-,-,2,0,2,40,0.1,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.8,-94.3,-,-,1,,12,Unmodified
19700201.28.1,Summary,1970-02-01,15:30:00,3,Mississippi,-,-,1,0,0,10,0.1,Hancock,-,-,-,-,-,-,-,-,-,-,-,-,,30.32,-89.4,-,-,1,,13,Unmodified
19700201.28.2,Summary,1970-02-01,15:38:00,3,Mississippi,-,-,0,0,10,60,0.1,Harrison,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,30.37,-89.08,-,-,1,,14,Unmodified
