Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
20060101.28.1,Summary,2006-01-01,15:25:00,3,Mississippi,-,-,1,0,0,50,1,Marion,-,-,-,-,-,-,-,-,-,-,-,$0.1,,31.05,-89.75,31.07,-89.73,1,,1,Unmodified
20060102.29.1,Summary,2006-01-02,03:00:00,3,Missouri,-,-,0,0,0,40,0.5,St. Charles,-,-,-,-,-,-,-,-,-,-,-,-,,38.68,-90.92,38.7,-90.92,1,,2,Unmodified
20060102.29.2,Summary,2006-01-02,04:45:00,3,Missouri,-,-,0,0,0,50,0.5,Reynolds,-,-,-,-,-,-,-,-,-,-,-,-,,37.38,-91.1,37.38,-91.08,1,,3,Unmodified
20060102.29.3,Summary,2006-01-02,05:25:00,3,Missouri,-,-,1,0,0,50,1,St. Louis,-,-,-,-,-,-,-,-,-,-,-,-,,38.67,-90.42,38.67,-90.42,1,,4,Unmodified
20060102.17.1,Summary,2006-01-02,08:02:00,3,Illinois,-,-,1,0,0,35,0.1,Shelby,-,-,-,-,-,-,-,-,-,-,-,$0.01,,39.27,-89.12,39.27,-89.12,1,,5,Unmodified
20060102.12.1,Summary,2006-01-02,11:55:00,3,Florida,-,-,0,0,0,50,0.2,Liberty,-,-,-,-,-,-,-,-,-,-,-,$0.01,,30.02,-84.98,30.02,-84.98,1,,6,Unmodified
20060102.21.1,Summary,2006-01-02,13:43:00,3,Kentucky,-,-,2,0,0,150,8.4,Hardin,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,37.67,-85.97,37.77,-85.9,1,,7,Unmodified
20060102.21.2,Summary,2006-01-02,13:50:00,3,Kentucky,-,-,1,0,0,175,6.4,Larue,-,-,-,-,-,-,-,-,-,-,-,$0.5,,37.45,-85.87,37.5,-85.77,1,,8,Unmodified
20060102.21.3,Summary,2006-01-02,14:22:00,3,Kentucky,-,-,1,0,0,34,1.5,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$0.25,,38.22,-85.83,38.23,-85.82,1,,10,Unmodified
20060102.21.4,Summary,2006-01-02,14:22:00,3,Kentucky,-,-,2,0,0,200,0.6,Adair,-,-,-,-,-,-,-,-,-,-,-,$0.15,,37.1,-85.28,37.1,-85.27,1,,9,Unmodified
20060102.21.5,Summary,2006-01-02,14:57:00,3,Kentucky,-,-,1,0,0,100,0.5,Adair,-,-,-,-,-,-,-,-,-,-,-,$0.07,,37.22,-85.08,37.22,-85.08,1,,11,Unmodified
20060102.21.6,Summary,2006-01-02,15:34:00,3,Kentucky,-,-,2,0,2,200,8.7,Lincoln,-,-,-,-,-,-,-,-,-,-,-,$0.35,,37.4,-84.77,37.47,-84.62,1,,12,Unmodified
20060102.13.1,Summary,2006-01-02,15:45:00,3,Georgia,-,-,2,0,0,440,7,Fulton,Fayette,-,-,-,-,-,-,-,-,-,-,$2.25,,33.52,-84.67,33.5,-84.55,1,,13,Unmodified
20060102.13.2,Summary,2006-01-02,16:12:00,3,Georgia,-,-,3,0,3,440,3,Pike,-,-,-,-,-,-,-,-,-,-,-,$0.75,,33.15,-84.45,33.15,-84.4,1,,14,Unmodified
20060102.13.3,Summary,2006-01-02,16:44:00,3,Georgia,-,-,0,0,0,50,0.2,Lamar,-,-,-,-,-,-,-,-,-,-,-,$0.002,,33.15,-84.13,33.15,-84.13,1,,15,Unmodified
20060102.13.4,Summary,2006-01-02,16:48:00,3,Georgia,-,-,1,0,0,300,0.6,Henry,-,-,-,-,-,-,-,-,-,-,-,$0.5,,33.5,-84.15,33.48,-84.13,1,,16,Unmodified
20060102.13.5,Summary,2006-01-02,17:35:00,3,Georgia,-,-,1,0,0,300,3,Jones,-,-,-,-,-,-,-,-,-,-,-,$0.15,,33.07,-83.62,33.05,-83.57,1,,17,Unmodified
20060102.13.6,Summary,2006-01-02,19:22:00,3,Georgia,-,-,1,0,0,440,12,Johnson,Emanuel,-,-,-,-,-,-,-,-,-,-,$0.3,,32.75,-82.52,32.72,-82.27,1,,18,Unmodified
20060102.13.7,Summary,2006-01-02,20:15:00,3,Georgia,-,-,0,0,0,25,0.1,Jenkins,-,-,-,-,-,-,-,-,-,-,-,$0.05,,32.65,-81.93,32.65,-81.93,1,,19,Unmodified
20060111.51.1,Summary,2006-01-11,16:20:00,3,Virginia,-,-,1,0,0,200,3.5,Sussex,-,-,-,-,-,-,-,-,-,-,-,$0.02,,36.95,-77.27,36.97,-77.23,1,,20,Unmodified
20060111.51.2,Summary,2006-01-11,17:23:00,3,Virginia,-,-,1,0,2,25,0.8,James City,-,-,-,-,-,-,-,-,-,-,-,$0.02,,37.22,-76.82,37.22,-76.82,1,,21,Unmodified
20060112.5.1,Summary,2006-01-12,22:29:00,3,Arkansas,-,-,2,0,0,75,14.7,Yell,Pope,-,-,-,-,-,-,-,-,-,-,-,,35.12,-93.35,35.22,-93.1,1,,22,Unmodified
20060113.22.1,Summary,2006-01-13,04:20:00,3,Louisiana,-,-,1,0,1,100,2,Concordia,-,-,-,-,-,-,-,-,-,-,-,$0.45,,31.7,-91.58,31.72,-91.55,1,,23,Unmodified
20060113.1.1,Summary,2006-01-13,10:01:00,3,Alabama,-,-,1,1,0,880,1,Conecuh,-,-,-,-,-,-,-,-,-,-,-,$0.5,,31.43,-87.12,31.43,-87.12,1,,24,Unmodified
20060113.12.2,Summary,2006-01-13,10:41:00,3,Florida,-,-,0,0,13,50,4,Okaloosa,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,30.8,-86.7,30.83,-86.65,1,,25,Unmodified
20060113.12.3,Summary,2006-01-13,10:56:00,3,Florida,-,-,1,0,0,75,0.8,Santa Rosa,-,-,-,-,-,-,-,-,-,-,-,$0.5,,30.85,-87.02,30.85,-87.02,1,,26,Unmodified
