Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
20120109.48.361884,Summary,2012-01-09,08:45:00,3,Texas,-,-,0,0,0,20,0.12,Fort Bend,-,-,-,-,-,-,-,-,-,-,-,$0.005,,29.666,-95.8121,29.6659,-95.8101,1,,361884,Unmodified
20120109.48.361888,Summary,2012-01-09,09:05:00,3,Texas,-,-,1,0,0,50,0.52,Fort Bend,-,-,-,-,-,-,-,-,-,-,-,$0.5,,29.6756,-95.6565,29.6814,-95.6511,1,,361888,Unmodified
20120109.48.361892,Summary,2012-01-09,11:15:00,3,Texas,-,-,0,0,0,50,0.05,Brazoria,-,-,-,-,-,-,-,-,-,-,-,$0.015,,29.3492,-95.5771,29.3499,-95.5768,1,,361892,Unmodified
20120109.48.361893,Summary,2012-01-09,11:32:00,3,Texas,-,-,0,0,0,50,0.1,Brazoria,-,-,-,-,-,-,-,-,-,-,-,$0.02,,29.2654,-95.44,29.2669,-95.4398,1,,361893,Unmodified
20120109.48.361894,Summary,2012-01-09,11:34:00,3,Texas,-,-,0,0,0,50,0.28,Brazoria,-,-,-,-,-,-,-,-,-,-,-,$0.01,,29.2827,-95.4356,29.2864,-95.4338,1,,361894,Unmodified
20120109.48.361900,Summary,2012-01-09,12:56:00,3,Texas,-,-,0,0,0,50,0.57,Galveston,-,-,-,-,-,-,-,-,-,-,-,$0.05,,29.407,-95.0294,29.4066,-95.02,1,,361900,Unmodified
20120111.37.360514,Summary,2012-01-11,16:21:00,3,North Carolina,-,-,2,0,10,200,3.8,Rutherford,-,-,-,-,-,-,-,-,-,-,-,-,,35.351,-81.794,35.398,-81.759,1,,360514,Unmodified
20120111.37.360515,Summary,2012-01-11,17:03:00,3,North Carolina,-,-,2,0,8,300,4.15,Burke,-,-,-,-,-,-,-,-,-,-,-,$13.4,,35.659,-81.485,35.71,-81.446,1,,360515,Unmodified
20120111.37.360518,Summary,2012-01-11,17:17:00,3,North Carolina,-,-,0,0,0,75,0.12,Caldwell,-,-,-,-,-,-,-,-,-,-,-,-,,35.7587,-81.3777,35.7602,-81.3767,1,,360518,Unmodified
20120117.18.354258,Summary,2012-01-17,08:44:00,3,Indiana,-,-,0,0,0,25,0.1,Dubois,-,-,-,-,-,-,-,-,-,-,-,$0.004,,38.2794,-86.9999,38.2799,-86.9981,1,,354258,Unmodified
