Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19660128.22.1,Summary,1966-01-28,21:50:00,3,Louisiana,-,-,3,0,0,17,0.1,St. Charles,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,29.92,-90.32,-,-,1,,1,Unmodified
19660208.40.1,Summary,1966-02-08,17:20:00,3,Oklahoma,-,-,2,0,2,67,10.5,Stephens,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.48,-97.97,34.63,-97.93,1,,2,Unmodified
19660208.48.1,Summary,1966-02-08,18:55:00,3,Texas,-,-,1,0,0,300,0.5,Uvalde,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.27,-99.85,-,-,1,,3,Unmodified
19660208.48.2,Summary,1966-02-08,21:00:00,3,Texas,-,-,0,0,0,23,0.8,Cooke,-,-,-,-,-,-,-,-,-,-,-,-,,33.62,-97.08,-,-,1,,4,Unmodified
19660209.22.2,Summary,1966-02-09,14:50:00,3,Louisiana,-,-,1,0,0,10,0.1,Caddo,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,32.45,-93.72,-,-,1,,5,Unmodified
19660209.22.3,Summary,1966-02-09,18:15:00,3,Louisiana,-,-,2,0,0,100,1,West Carroll,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.87,-91.4,-,-,1,,6,Unmodified
19660209.48.3,Summary,1966-02-09,22:55:00,3,Texas,-,-,3,0,0,33,2,Jackson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,28.97,-96.67,-,-,1,,7,Unmodified
19660210.48.4,Summary,1966-02-10,02:15:00,3,Texas,-,-,1,0,0,50,2,Orange,-,-,-,-,-,-,-,-,-,-,-,-,,30.1,-93.73,-,-,1,,8,Unmodified
19660210.22.4,Summary,1966-02-10,04:00:00,3,Louisiana,-,-,2,0,0,33,0.2,Jefferson Davis,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,30.1,-92.8,-,-,1,,9,Unmodified
19660213.13.1,Summary,1966-02-13,02:00:00,3,Georgia,-,-,1,0,1,500,0.5,Dougherty,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.55,-84.07,-,-,1,,10,Unmodified
19660213.13.2,Summary,1966-02-13,04:30:00,3,Georgia,-,-,2,0,1,400,6.9,Oglethorpe,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.88,-83.17,33.98,-83.17,1,,11,Unmodified
19660213.37.1,Summary,1966-02-13,09:00:00,3,North Carolina,-,-,1,0,0,20,0.5,Yadkin,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.25,-80.65,-,-,1,,12,Unmodified
19660213.51.1,Summary,1966-02-13,10:00:00,3,Virginia,-,-,1,0,0,10,0.1,Greensville,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.7,-78.9,-,-,1,,13,Unmodified
19660213.51.2,Summary,1966-02-13,10:45:00,3,Virginia,-,-,1,0,0,10,0.1,51780,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,36.7,-77.57,-,-,1,,14,Unmodified
19660213.24.1,Summary,1966-02-13,14:00:00,3,Maryland,-,-,1,0,0,50,0.5,Frederick,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.32,-77.37,-,-,1,,15,Unmodified
19660214.28.1,Summary,1966-02-14,05:00:00,3,Mississippi,-,-,1,0,0,100,1,Jefferson,-,-,-,-,-,-,-,-,-,-,-,-,,31.7,-90.83,-,-,1,,16,Unmodified
19660214.28.8,Summary,1966-02-14,06:30:00,3,Mississippi,-,-,0,0,0,10,0.1,Scott,-,-,-,-,-,-,-,-,-,-,-,-,,32.3,-89.65,-,-,1,,23,Unmodified
19660214.28.7,Summary,1966-02-14,06:30:00,3,Mississippi,-,-,0,0,0,10,0.1,Scott,-,-,-,-,-,-,-,-,-,-,-,-,,32.25,-89.7,-,-,1,,22,Unmodified
19660214.28.6,Summary,1966-02-14,06:30:00,3,Mississippi,-,-,0,0,0,10,0.1,Rankin,-,-,-,-,-,-,-,-,-,-,-,-,,32.1,-90.2,-,-,1,,21,Unmodified
19660214.28.5,Summary,1966-02-14,06:30:00,3,Mississippi,-,-,0,0,0,10,0.1,Copiah,-,-,-,-,-,-,-,-,-,-,-,-,,31.83,-90.58,-,-,1,,20,Unmodified
19660214.28.4,Summary,1966-02-14,06:30:00,3,Mississippi,-,-,0,0,0,10,0.1,Copiah,-,-,-,-,-,-,-,-,-,-,-,-,,31.75,-90.67,-,-,1,,19,Unmodified
19660214.28.3,Summary,1966-02-14,06:30:00,3,Mississippi,-,-,0,0,0,10,0.1,Lincoln,-,-,-,-,-,-,-,-,-,-,-,-,,31.58,-90.67,-,-,1,,18,Unmodified
19660214.28.2,Summary,1966-02-14,06:30:00,3,Mississippi,-,-,0,0,0,10,0.1,Lincoln,-,-,-,-,-,-,-,-,-,-,-,-,,31.7,-90.8,-,-,1,,17,Unmodified
19660228.13.3,Summary,1966-02-28,07:00:00,3,Georgia,-,-,1,0,0,300,2,Grady,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,32.88,-84.33,-,-,1,,24,Unmodified
19660228.13.4,Summary,1966-02-28,08:00:00,3,Georgia,-,-,1,0,0,33,0.5,Irwin,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,31.63,-83.25,-,-,1,,25,Unmodified
19660228.13.5,Summary,1966-02-28,08:00:00,3,Georgia,-,-,0,0,1,33,26.2,Ware,Pierce,Wayne,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.22,-82.35,31.48,-82.03,1,,26,Unmodified
19660228.13.6,Summary,1966-02-28,08:15:00,3,Georgia,-,-,2,0,0,33,0.9,Montgomery,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,32.03,-82.5,-,-,1,,27,Unmodified
19660228.13.7,Summary,1966-02-28,08:45:00,3,Georgia,-,-,1,0,0,30,2,Colquitt,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,31.1,-83.83,-,-,1,,28,Unmodified
19660228.45.1,Summary,1966-02-28,10:00:00,3,South Carolina,-,-,0,0,0,50,0.3,Chesterfield,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.8,-80.4,-,-,1,,29,Unmodified
19660301.25.1,Summary,1966-03-01,22:30:00,3,Massachusetts,-,-,2,0,0,10,0.1,Berkshire,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.65,-73.15,-,-,1,,30,Unmodified
19660303.22.5,Summary,1966-03-03,15:00:00,3,Louisiana,-,-,1,0,1,233,1,Tensas,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,32.03,-91.2,-,-,1,,31,Unmodified
19660303.28.9,Summary,1966-03-03,18:30:00,3,Mississippi,Alabama,-,5,58,518,900,202.5,Hinds,Rankin,Scott,Leake,Neshoba,Kemper,Pickens,Tuscaloosa,-,-,-,-,$5M-$50M,,32.18,-90.55,33.37,-87.42,2,,32,Unmodified
19660303.28.9,State,1966-03-03,18:30:00,3,Mississippi,,,5,57,504,900,136,Hinds,Rankin,Scott,Leake,Neshoba,Kemper,-,-,-,-,-,-,$5M-$50M,,32.18,-90.55,32.82,-88.35,2,,32,Unmodified
19660303.28.9,State,1966-03-03,19:30:00,3,Alabama,,,5,1,14,900,66.5,Pickens,Tuscaloosa,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,32.82,-88.35,33.37,-87.42,2,,32,Unmodified
19660303.1.2,Summary,1966-03-03,20:00:00,3,Alabama,-,-,1,0,2,10,0.1,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.65,-86.82,-,-,1,,33,Unmodified
19660304.37.2,Summary,1966-03-04,08:00:00,3,North Carolina,-,-,1,0,0,10,0.3,Bladen,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.5,-78.63,-,-,1,,34,Unmodified
19660314.53.1,Summary,1966-03-14,13:30:00,3,Washington,-,-,2,0,0,13,1,Columbia,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,46.5,-117.8,-,-,1,,35,Unmodified
