Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19640112.12.3,Summary,1964-01-12,02:30:00,3,Florida,-,-,1,0,0,20,4.7,Polk,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,28.03,-81.9,28.05,-81.83,1,,1,Unmodified
19640112.12.2,Summary,1964-01-12,03:00:00,3,Florida,-,-,2,0,0,10,0.1,Marion,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.18,-82.2,-,-,1,,2,Unmodified
19640112.12.1,Summary,1964-01-12,05:45:00,3,Florida,-,-,1,0,0,10,0.1,Duval,-,-,-,-,-,-,-,-,-,-,-,<$50,,30.5,-81.7,-,-,1,,3,Unmodified
19640112.12.4,Summary,1964-01-12,07:40:00,3,Florida,-,-,0,0,0,20,1,Volusia,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,29.2,-81,-,-,1,,4,Unmodified
19640121.6.1,Summary,1964-01-21,04:00:00,3,California,-,-,0,0,0,10,0.2,Fresno,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.82,-119.7,-,-,1,,5,Unmodified
19640124.5.1,Summary,1964-01-24,14:42:00,3,Arkansas,-,-,2,0,2,300,8.1,Greene,Clay,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.18,-90.38,36.27,-90.28,1,,6,Unmodified
19640124.5.2,Summary,1964-01-24,14:45:00,3,Arkansas,-,-,0,0,0,10,0.1,Mississippi,-,-,-,-,-,-,-,-,-,-,-,-,,35.93,-90.2,-,-,1,,7,Unmodified
19640124.5.3,Summary,1964-01-24,15:00:00,3,Arkansas,-,-,0,0,0,10,0.1,Marion,-,-,-,-,-,-,-,-,-,-,-,-,,36.27,-92.6,-,-,1,,8,Unmodified
19640124.21.1,Summary,1964-01-24,16:30:00,3,Kentucky,-,-,1,0,2,50,0.5,Fulton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.53,-88.9,-,-,1,,9,Unmodified
19640124.1.2,Summary,1964-01-24,19:00:00,3,Alabama,-,-,4,10,6,100,3.3,Shelby,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.32,-86.43,33.33,-86.38,1,,10,Unmodified
19640124.21.2,Summary,1964-01-24,20:16:00,3,Kentucky,-,-,1,0,0,10,0.1,Grayson,-,-,-,-,-,-,-,-,-,-,-,-,,37.55,-86.55,-,-,1,,11,Unmodified
19640124.1.1,Summary,1964-01-24,21:00:00,3,Alabama,-,-,2,0,0,10,0.1,DeKalb,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.25,-86.02,-,-,1,,12,Unmodified
19640124.21.3,Summary,1964-01-24,21:00:00,3,Kentucky,-,-,1,0,0,10,0.1,Hardin,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.52,-85.92,-,-,1,,13,Unmodified
19640124.21.4,Summary,1964-01-24,21:45:00,3,Kentucky,-,-,1,0,0,10,0.1,Hardin,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.9,-86,-,-,1,,14,Unmodified
19640204.48.1,Summary,1964-02-04,19:00:00,3,Texas,-,-,2,0,1,880,3.8,Colorado,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,29.6,-96.33,29.62,-96.28,1,,15,Unmodified
19640218.12.5,Summary,1964-02-18,16:00:00,3,Florida,-,-,0,0,0,10,0.1,Highlands,-,-,-,-,-,-,-,-,-,-,-,-,,27.3,-81.2,-,-,1,,16,Unmodified
19640304.29.1,Summary,1964-03-04,00:30:00,3,Missouri,-,-,1,0,0,50,0.2,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.75,-89.37,-,-,1,,17,Unmodified
19640304.5.4,Summary,1964-03-04,05:20:00,3,Arkansas,-,-,3,1,0,600,9.1,Columbia,Nevada,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.35,-93.4,33.45,-93.3,1,,18,Unmodified
19640304.29.2,Summary,1964-03-04,09:00:00,3,Missouri,-,-,2,0,2,100,11.5,Dunklin,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.03,-90.33,36.13,-90.17,1,,19,Unmodified
19640304.47.1,Summary,1964-03-04,10:00:00,3,Tennessee,-,-,2,0,3,200,7.6,Shelby,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.3,-89.7,35.4,-89.65,1,,20,Unmodified
19640304.47.2,Summary,1964-03-04,10:30:00,3,Tennessee,-,-,2,0,3,200,6.8,Tipton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.47,-89.67,35.55,-89.6,1,,21,Unmodified
19640304.47.3,Summary,1964-03-04,11:00:00,3,Tennessee,-,-,3,0,7,300,27.6,Hardin,Wayne,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,35.05,-88.27,35.38,-88,1,,22,Unmodified
19640304.21.5,Summary,1964-03-04,11:30:00,3,Kentucky,-,-,4,3,24,250,18.5,Calloway,Marshall,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.7,-88.45,36.88,-88.2,1,,23,Unmodified
19640304.21.6,Summary,1964-03-04,14:25:00,3,Kentucky,-,-,3,0,5,880,7.2,Logan,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.67,-88.9,36.72,-88.78,1,,24,Unmodified
19640308.17.1,Summary,1964-03-08,18:05:00,3,Illinois,-,-,1,0,0,20,3.8,Monroe,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.4,-90.25,38.42,-90.18,1,,25,Unmodified
19640308.17.2,Summary,1964-03-08,18:55:00,3,Illinois,-,-,2,0,0,40,13.1,Clinton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.45,-89.63,38.63,-89.57,1,,26,Unmodified
19640308.39.1,Summary,1964-03-08,23:10:00,3,Ohio,-,-,1,0,0,10,0.1,Union,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,40.17,-83.3,-,-,1,,27,Unmodified
19640309.5.5,Summary,1964-03-09,01:00:00,3,Arkansas,-,-,1,0,0,833,2.5,Montgomery,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.67,-93.53,-,-,1,,28,Unmodified
19640309.5.6,Summary,1964-03-09,02:45:00,3,Arkansas,-,-,1,0,0,833,3.8,Perry,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.98,-92.87,35.02,-92.82,1,,29,Unmodified
