Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
20090103.28.146388,Summary,2009-01-03,13:13:00,3,Mississippi,-,-,1,0,0,175,0.93,Smith,-,-,-,-,-,-,-,-,-,-,-,$0.04,,31.875,-89.331,31.888,-89.327,1,,1,Unmodified
20090106.13.146871,Summary,2009-01-06,16:05:00,3,Georgia,-,-,0,0,0,100,2.1,Chattooga,-,-,-,-,-,-,-,-,-,-,-,$0.05,,34.3227,-85.3844,34.3515,-85.3727,1,,2,Unmodified
20090107.13.148266,Summary,2009-01-07,02:00:00,3,Georgia,-,-,0,0,0,100,2.88,Monroe,-,-,-,-,-,-,-,-,-,-,-,$0.025,,32.9789,-83.8904,32.9858,-83.8414,1,,3,Unmodified
20090110.28.147189,Summary,2009-01-10,15:33:00,3,Mississippi,-,-,0,0,0,30,1.9,Lauderdale,-,-,-,-,-,-,-,-,-,-,-,-,,32.4983,-88.5795,32.5089,-88.5495,1,,4,Unmodified
20090110.1.147391,Summary,2009-01-10,17:05:00,3,Alabama,-,-,1,0,0,200,1.6,Washington,-,-,-,-,-,-,-,-,-,-,-,$2.5,,31.269,-88.032,31.2751,-88.0055,1,,5,Unmodified
20090124.6.146881,Summary,2009-01-24,17:00:00,3,California,-,-,0,0,0,40,0.1,Glenn,-,-,-,-,-,-,-,-,-,-,-,$0.1,,39.3602,-122.041,39.3602,-122.041,1,,6,Unmodified
20090209.6.157050,Summary,2009-02-09,13:32:00,3,California,-,-,0,0,0,20,0.1,Merced,-,-,-,-,-,-,-,-,-,-,-,-,,37.21,-120.6,37.21,-120.6,1,,7,Unmodified
20090210.40.154254,Summary,2009-02-10,14:36:00,3,Oklahoma,-,-,1,0,0,75,0.66,Oklahoma,-,-,-,-,-,-,-,-,-,-,-,<$50,,35.5553,-97.6397,35.5602,-97.6296,1,,8,Unmodified
20090210.40.154256,Summary,2009-02-10,14:53:00,3,Oklahoma,-,-,2,0,0,250,5.72,Oklahoma,Logan,-,-,-,-,-,-,-,-,-,-,-,,35.6631,-97.5309,35.7308,-97.4734,1,,9,Unmodified
20090210.40.154272,Summary,2009-02-10,15:24:00,3,Oklahoma,-,-,1,0,0,10,1,Logan,-,-,-,-,-,-,-,-,-,-,-,-,,35.861,-97.2846,35.8709,-97.2771,1,,10,Unmodified
20090210.40.154422,Summary,2009-02-10,15:39:00,3,Oklahoma,-,-,1,0,0,50,9.6,Payne,-,-,-,-,-,-,-,-,-,-,-,-,,35.953,-97.183,36.07,-97.105,1,,11,Unmodified
20090210.40.156461,Summary,2009-02-10,16:35:00,3,Oklahoma,-,-,0,0,0,400,2.6,Pawnee,-,-,-,-,-,-,-,-,-,-,-,$0.03,,36.2899,-96.8206,36.3228,-96.8,1,,12,Unmodified
20090210.48.154942,Summary,2009-02-10,18:25:00,3,Texas,-,-,0,0,0,35,0.39,Montague,-,-,-,-,-,-,-,-,-,-,-,$0.02,,33.7888,-97.8338,33.7926,-97.8287,1,,13,Unmodified
20090210.48.155280,Summary,2009-02-10,18:45:00,3,Texas,Oklahoma,-,4,8,0,880,36.99,Montague,Jefferson,Love,Carter,-,-,-,-,-,-,-,-,$500-$5000,,33.93,-97.62,34.26,-97.113,2,,14,Unmodified
20090210.48.155280,State,2009-02-10,18:45:00,3,Texas,,,1,0,0,800,2.36,Montague,-,-,-,-,-,-,-,-,-,-,-,-,,33.93,-97.62,33.9531,-97.5896,2,,14,Unmodified
20090210.48.155280,State,2009-02-10,18:48:00,3,Oklahoma,,,4,8,0,880,36.63,Jefferson,Love,Carter,-,-,-,-,-,-,-,-,-,$500-$5000,,33.952,-97.589,34.26,-97.113,2,,14,Unmodified
20090210.48.155099,Summary,2009-02-10,21:15:00,3,Texas,-,-,1,0,0,100,0.47,Tarrant,-,-,-,-,-,-,-,-,-,-,-,$0.75,,32.9106,-97.1416,32.9144,-97.1349,1,,15,Unmodified
20090210.29.154915,Summary,2009-02-10,22:43:00,3,Missouri,-,-,1,0,0,75,5.42,Greene,-,-,-,-,-,-,-,-,-,-,-,$0.35,,37.1332,-93.3371,37.1917,-93.2714,1,,16,Unmodified
20090210.48.151963,Summary,2009-02-10,23:16:00,3,Texas,-,-,1,0,0,300,7.11,Smith,Wood,-,-,-,-,-,-,-,-,-,-,$0.4,,32.578,-95.497,32.664,-95.43,1,,17,Unmodified
20090211.22.151962,Summary,2009-02-11,01:04:00,3,Louisiana,-,-,1,0,0,150,1.5,De Soto,-,-,-,-,-,-,-,-,-,-,-,$0.15,,32.152,-93.935,32.162,-93.914,1,,18,Unmodified
20090211.47.155133,Summary,2009-02-11,14:03:00,3,Tennessee,-,-,1,0,0,75,0.52,Fentress,-,-,-,-,-,-,-,-,-,-,-,$0.05,,36.1534,-85.083,36.1678,-85.0864,1,,19,Unmodified
20090211.18.157005,Summary,2009-02-11,14:30:00,3,Indiana,-,-,1,0,0,100,0.11,Delaware,-,-,-,-,-,-,-,-,-,-,-,$0.013,,40.1122,-85.3281,40.1136,-85.3271,1,,20,Unmodified
20090211.51.154270,Summary,2009-02-11,16:59:00,3,Virginia,-,-,0,0,0,200,4.2,Russell,-,-,-,-,-,-,-,-,-,-,-,$0.03,,36.99,-82.06,36.99,-82.06,1,,21,Unmodified
20090211.15.149420,Summary,2009-02-11,17:05:00,3,Hawaii,-,-,0,0,1,15,0.36,Honolulu,-,-,-,-,-,-,-,-,-,-,-,-,,21.3398,-158.064,21.345,-158.064,1,,22,Unmodified
20090218.13.152866,Summary,2009-02-18,16:45:00,3,Georgia,-,-,0,0,0,33,3.85,Taylor,-,-,-,-,-,-,-,-,-,-,-,$0.05,,32.4908,-84.1491,32.4918,-84.083,1,,23,Unmodified
20090218.13.153236,Summary,2009-02-18,17:25:00,3,Georgia,-,-,0,0,0,1,0.01,Houston,-,-,-,-,-,-,-,-,-,-,-,-,,32.6531,-83.5979,32.6531,-83.5979,1,,24,Unmodified
20090218.13.153246,Summary,2009-02-18,17:44:00,3,Georgia,-,-,1,0,0,880,5.44,Oconee,-,-,-,-,-,-,-,-,-,-,-,$0.2,,33.74,-83.4292,33.7383,-83.3528,1,,25,Unmodified
20090218.13.153451,Summary,2009-02-18,18:15:00,3,Georgia,-,-,1,0,0,440,3,Jasper,-,-,-,-,-,-,-,-,-,-,-,$0.25,,33.3,-83.5973,33.3,-83.5454,1,,26,Unmodified
20090218.13.153450,Summary,2009-02-18,18:19:00,3,Georgia,-,-,1,0,1,1320,8.74,Putnam,-,-,-,-,-,-,-,-,-,-,-,$0.2,,33.3,-83.5,33.2833,-83.35,1,,27,Unmodified
20090218.13.153452,Summary,2009-02-18,18:26:00,3,Georgia,-,-,3,0,0,880,19.74,Wilkes,McDuffie,-,-,-,-,-,-,-,-,-,-,$0.3,,33.67,-82.87,33.638,-82.529,1,,28,Unmodified
20090218.1.156320,Summary,2009-02-18,18:55:00,3,Alabama,-,-,1,0,0,500,0.85,Randolph,-,-,-,-,-,-,-,-,-,-,-,$0.01,,33.2343,-85.272,33.2332,-85.2573,1,,29,Unmodified
20090218.13.153689,Summary,2009-02-18,19:05:00,3,Georgia,-,-,1,0,0,200,2.84,Newton,-,-,-,-,-,-,-,-,-,-,-,$0.625,,33.5102,-83.8848,33.5148,-83.8358,1,,30,Unmodified
20090218.13.153732,Summary,2009-02-18,19:16:00,3,Georgia,-,-,1,0,0,440,7.19,Jasper,-,-,-,-,-,-,-,-,-,-,-,$0.125,,33.4499,-83.7442,33.4205,-83.6245,1,,31,Unmodified
20090218.13.153691,Summary,2009-02-18,19:30:00,3,Georgia,-,-,2,0,0,1760,20.43,Meriwether,Coweta,Spalding,-,-,-,-,-,-,-,-,-,$1.326,,33.2232,-84.7678,33.21,-84.43,1,,32,Unmodified
20090218.13.154540,Summary,2009-02-18,21:48:00,3,Georgia,-,-,3,1,3,500,10.4,Hancock,Warren,Glascock,-,-,-,-,-,-,-,-,-,$0.55,,33.26,-82.89,33.26,-82.71,1,,33,Unmodified
20090218.13.154820,Summary,2009-02-18,23:50:00,3,Georgia,-,-,2,0,0,250,5.94,Grady,-,-,-,-,-,-,-,-,-,-,-,<$50,,30.8043,-84.182,30.8124,-84.0823,1,,34,Unmodified
20090218.13.154849,Summary,2009-02-18,23:55:00,3,Georgia,-,-,2,0,0,400,10.44,Thomas,-,-,-,-,-,-,-,-,-,-,-,$10,,30.8124,-84.0815,30.8101,-83.9055,1,,35,Unmodified
20090219.13.154853,Summary,2009-02-19,00:20:00,3,Georgia,-,-,3,0,0,500,1.45,Thomas,-,-,-,-,-,-,-,-,-,-,-,$0.1,,30.8239,-83.7993,30.8241,-83.7748,1,,36,Unmodified
20090227.1.156686,Summary,2009-02-27,10:10:00,3,Alabama,-,-,0,0,0,25,1.79,Shelby,-,-,-,-,-,-,-,-,-,-,-,$0.005,,33.3478,-86.6475,33.3501,-86.6167,1,,37,Unmodified
20090227.28.151478,Summary,2009-02-27,14:36:00,3,Mississippi,-,-,0,0,0,75,2.22,Noxubee,-,-,-,-,-,-,-,-,-,-,-,$0.001,,33.1146,-88.4008,33.1126,-88.3625,1,,38,Unmodified
20090227.1.156694,Summary,2009-02-27,15:56:00,3,Alabama,-,-,0,0,0,20,0.02,Hale,-,-,-,-,-,-,-,-,-,-,-,$0.001,,32.7717,-87.5855,32.7717,-87.5855,1,,39,Unmodified
20090228.1.156735,Summary,2009-02-28,07:40:00,3,Alabama,-,-,0,0,0,100,0.25,Tallapoosa,-,-,-,-,-,-,-,-,-,-,-,$0.01,,32.4977,-85.8708,32.4977,-85.8708,1,,40,Unmodified
20090228.1.156732,Summary,2009-02-28,07:56:00,3,Alabama,-,-,1,0,0,100,0.31,Lee,-,-,-,-,-,-,-,-,-,-,-,$0.065,,32.6785,-85.4936,32.6801,-85.4887,1,,41,Unmodified
20090228.1.156734,Summary,2009-02-28,08:25:00,3,Alabama,-,-,2,0,3,500,8.29,Lee,-,-,-,-,-,-,-,-,-,-,-,$1.1,,32.589,-85.2596,32.5967,-85.1175,1,,42,Unmodified
20090307.20.153855,Summary,2009-03-07,16:13:00,3,Kansas,-,-,0,0,0,75,1.32,Reno,-,-,-,-,-,-,-,-,-,-,-,-,,37.97,-98.13,37.9778,-98.1079,1,,43,Unmodified
20090307.20.153853,Summary,2009-03-07,16:28:00,3,Kansas,-,-,0,0,0,75,0.81,Reno,-,-,-,-,-,-,-,-,-,-,-,-,,37.99,-98.06,37.9984,-98.0496,1,,44,Unmodified
20090307.20.153854,Summary,2009-03-07,16:36:00,3,Kansas,-,-,0,0,0,75,0.48,Reno,-,-,-,-,-,-,-,-,-,-,-,-,,38.04,-97.86,38.0416,-97.8515,1,,45,Unmodified
20090307.20.153858,Summary,2009-03-07,17:15:00,3,Kansas,-,-,0,0,0,75,0.47,Harvey,-,-,-,-,-,-,-,-,-,-,-,-,,38.14,-97.55,38.1419,-97.5418,1,,46,Unmodified
20090307.20.161378,Summary,2009-03-07,18:18:00,3,Kansas,-,-,0,0,0,20,0.01,Barber,-,-,-,-,-,-,-,-,-,-,-,-,,37.34,-98.58,37.34,-98.58,1,,47,Unmodified
